#    mchi[GeV]       Dm[GeV]        lambda  SigmaSI[cm2]  SigmaSI_UL[cm2]  SigmaSI_ULLZ[cm2]       rval_DD     rval_DDLZ 
   2.45000E+03   5.94478E+01   1.83421E+00   1.02000E-45      2.02000E-45        7.07352E-46   5.04950E-01   1.44200E+00 
   2.50000E+03   5.40815E+01   1.83421E+00   1.45000E-45      2.06000E-45        7.21948E-46   7.03883E-01   2.00846E+00 
   2.60000E+03   4.37220E+01   1.83421E+00   3.19000E-45      2.14000E-45        7.51138E-46   1.49065E+00   4.24689E+00 
   2.70000E+03   3.43588E+01   1.83421E+00   7.93000E-45      2.22000E-45        7.80329E-46   3.57207E+00   1.01624E+01 
   2.80000E+03   2.66330E+01   1.83421E+00   2.11000E-44      2.30000E-45        8.09520E-46   9.17391E+00   2.60648E+01 
   2.90000E+03   2.07609E+01   1.83421E+00   5.58000E-44      2.39000E-45        8.38711E-46   2.33473E+01   6.65307E+01 
   3.00000E+03   1.64356E+01   1.83421E+00   1.42000E-43      2.47000E-45        8.67902E-46   5.74899E+01   1.63613E+02 
   1.00000E+02   3.92814E+01   2.00000E+00   2.33000E-42      9.13000E-47        2.77513E-47   2.55203E+04   8.39601E+04 
   1.25000E+02   4.85948E+01   2.00000E+00   6.38000E-43      1.11000E-46        3.51588E-47   5.74775E+03   1.81462E+04 
   1.50000E+02   5.77919E+01   2.00000E+00   2.22000E-43      1.31000E-46        4.31873E-47   1.69466E+03   5.14040E+03 
   1.75000E+02   6.68654E+01   2.00000E+00   9.13000E-44      1.52000E-46        4.97704E-47   6.00658E+02   1.83443E+03 
   2.00000E+02   7.58301E+01   2.00000E+00   4.24000E-44      1.72000E-46        5.73117E-47   2.46512E+02   7.39814E+02 
   2.50000E+02   9.34197E+01   2.00000E+00   1.19000E-44      2.13000E-46        7.20152E-47   5.58685E+01   1.65243E+02 
   3.00000E+02   1.10504E+02   2.00000E+00   4.26000E-45      2.54000E-46        8.62586E-47   1.67717E+01   4.93864E+01 
   3.50000E+02   1.27012E+02   2.00000E+00   1.81000E-45      2.94000E-46        9.90191E-47   6.15646E+00   1.82793E+01 
   4.00000E+02   1.42896E+02   2.00000E+00   8.72000E-46      3.34000E-46        1.13759E-46   2.61078E+00   7.66536E+00 
   4.50000E+02   1.58000E+02   2.00000E+00   4.66000E-46      3.75000E-46        1.28995E-46   1.24267E+00   3.61254E+00 
   5.00000E+02   1.72170E+02   2.00000E+00   2.71000E-46      4.16000E-46        1.43927E-46   6.51442E-01   1.88290E+00 
   5.50000E+02   1.85340E+02   2.00000E+00   1.69000E-46      4.57000E-46        1.58947E-46   3.69803E-01   1.06325E+00 
   6.00000E+02   1.97372E+02   2.00000E+00   1.12000E-46      4.98000E-46        1.73983E-46   2.24900E-01   6.43740E-01 
   6.50000E+02   2.07965E+02   2.00000E+00   7.85000E-47      5.39000E-46        1.86126E-46   1.45640E-01   4.21757E-01 
   7.00000E+02   2.17192E+02   2.00000E+00   5.79000E-47      5.80000E-46        1.97355E-46   9.98276E-02   2.93380E-01 
   7.50000E+02   2.24803E+02   2.00000E+00   4.48000E-47      6.21000E-46        2.10639E-46   7.21417E-02   2.12686E-01 
   8.00000E+02   2.30885E+02   2.00000E+00   3.60000E-47      6.61000E-46        2.24890E-46   5.44629E-02   1.60078E-01 
   8.50000E+02   2.35123E+02   2.00000E+00   3.03000E-47      7.02000E-46        2.39141E-46   4.31624E-02   1.26704E-01 
   9.00000E+02   2.37640E+02   2.00000E+00   2.65000E-47      7.43000E-46        2.54766E-46   3.56662E-02   1.04017E-01 
   9.50000E+02   2.38172E+02   2.00000E+00   2.41000E-47      7.83000E-46        2.70824E-46   3.07791E-02   8.89877E-02 
   1.00000E+03   2.36928E+02   2.00000E+00   2.28000E-47      8.24000E-46        2.86883E-46   2.76699E-02   7.94750E-02 
   1.05000E+03   2.33783E+02   2.00000E+00   2.24000E-47      8.65000E-46        3.01433E-46   2.58960E-02   7.43118E-02 
   1.10000E+03   2.29146E+02   2.00000E+00   2.27000E-47      9.06000E-46        3.15696E-46   2.50552E-02   7.19047E-02 
   1.15000E+03   2.23146E+02   2.00000E+00   2.37000E-47      9.47000E-46        3.29959E-46   2.50264E-02   7.18272E-02 
   1.20000E+03   2.16449E+02   2.00000E+00   2.52000E-47      9.89000E-46        3.44221E-46   2.54803E-02   7.32087E-02 
   1.25000E+03   2.09344E+02   2.00000E+00   2.72000E-47      1.03000E-45        3.58906E-46   2.64078E-02   7.57858E-02 
   1.30000E+03   2.02403E+02   2.00000E+00   2.94000E-47      1.07000E-45        3.73756E-46   2.74766E-02   7.86610E-02 
   1.35000E+03   1.95550E+02   2.00000E+00   3.19000E-47      1.11000E-45        3.88605E-46   2.87387E-02   8.20885E-02 
   1.40000E+03   1.89159E+02   2.00000E+00   3.45000E-47      1.15000E-45        4.03454E-46   3.00000E-02   8.55115E-02 
   1.45000E+03   1.83285E+02   2.00000E+00   3.71000E-47      1.19000E-45        4.17391E-46   3.11765E-02   8.88855E-02 
   1.50000E+03   1.77890E+02   2.00000E+00   3.97000E-47      1.24000E-45        4.30720E-46   3.20161E-02   9.21714E-02 
   1.55000E+03   1.72830E+02   2.00000E+00   4.23000E-47      1.28000E-45        4.44048E-46   3.30469E-02   9.52600E-02 
   1.60000E+03   1.68057E+02   2.00000E+00   4.49000E-47      1.32000E-45        4.57376E-46   3.40152E-02   9.81686E-02 
   1.65000E+03   1.63417E+02   2.00000E+00   4.78000E-47      1.36000E-45        4.70705E-46   3.51471E-02   1.01550E-01 
   1.70000E+03   1.58939E+02   2.00000E+00   5.09000E-47      1.40000E-45        4.84033E-46   3.63571E-02   1.05158E-01 
   1.75000E+03   1.54564E+02   2.00000E+00   5.42000E-47      1.44000E-45        4.99015E-46   3.76389E-02   1.08614E-01 
   1.80000E+03   1.50243E+02   2.00000E+00   5.80000E-47      1.48000E-45        5.14411E-46   3.91892E-02   1.12750E-01 
   1.85000E+03   1.45822E+02   2.00000E+00   6.24000E-47      1.52000E-45        5.29806E-46   4.10526E-02   1.17779E-01 
   1.90000E+03   1.41404E+02   2.00000E+00   6.75000E-47      1.56000E-45        5.45202E-46   4.32692E-02   1.23807E-01 
   1.95000E+03   1.36926E+02   2.00000E+00   7.35000E-47      1.61000E-45        5.60597E-46   4.56522E-02   1.31110E-01 
   2.00000E+03   1.32374E+02   2.00000E+00   8.06000E-47      1.65000E-45        5.75993E-46   4.88485E-02   1.39932E-01 
   2.05000E+03   1.27707E+02   2.00000E+00   8.92000E-47      1.69000E-45        5.90588E-46   5.27811E-02   1.51036E-01 
   2.10000E+03   1.22953E+02   2.00000E+00   9.97000E-47      1.73000E-45        6.05184E-46   5.76301E-02   1.64743E-01 
   2.15000E+03   1.18077E+02   2.00000E+00   1.13000E-46      1.77000E-45        6.19779E-46   6.38418E-02   1.82323E-01 
   2.20000E+03   1.13052E+02   2.00000E+00   1.29000E-46      1.81000E-45        6.34375E-46   7.12707E-02   2.03350E-01 
   2.25000E+03   1.07880E+02   2.00000E+00   1.50000E-46      1.85000E-45        6.48970E-46   8.10811E-02   2.31135E-01 
   2.30000E+03   1.02580E+02   2.00000E+00   1.77000E-46      1.89000E-45        6.63566E-46   9.36508E-02   2.66741E-01 
   2.35000E+03   9.70836E+01   2.00000E+00   2.12000E-46      1.93000E-45        6.78161E-46   1.09845E-01   3.12610E-01 
   2.40000E+03   9.14033E+01   2.00000E+00   2.61000E-46      1.97000E-45        6.92757E-46   1.32487E-01   3.76756E-01 
   2.45000E+03   8.55999E+01   2.00000E+00   3.28000E-46      2.02000E-45        7.07352E-46   1.62376E-01   4.63701E-01 
   2.50000E+03   7.96963E+01   2.00000E+00   4.22000E-46      2.06000E-45        7.21948E-46   2.04854E-01   5.84530E-01 
   2.60000E+03   6.75396E+01   2.00000E+00   7.67000E-46      2.14000E-45        7.51138E-46   3.58411E-01   1.02112E+00 
   2.70000E+03   5.52580E+01   2.00000E+00   1.61000E-45      2.22000E-45        7.80329E-46   7.25225E-01   2.06323E+00 
   2.80000E+03   4.34421E+01   2.00000E+00   4.00000E-45      2.30000E-45        8.09520E-46   1.73913E+00   4.94120E+00 
   2.90000E+03   3.30526E+01   2.00000E+00   1.14000E-44      2.39000E-45        8.38711E-46   4.76987E+00   1.35923E+01 
   3.00000E+03   2.49067E+01   2.00000E+00   3.43000E-44      2.47000E-45        8.67902E-46   1.38866E+01   3.95206E+01 
   1.00000E+02   3.93070E+01   2.18077E+00   3.29000E-42      9.13000E-47        2.77513E-47   3.60350E+04   1.18553E+05 
   1.25000E+02   4.86458E+01   2.18077E+00   8.97000E-43      1.11000E-46        3.51588E-47   8.08108E+03   2.55128E+04 
   1.50000E+02   5.78802E+01   2.18077E+00   3.12000E-43      1.31000E-46        4.31873E-47   2.38168E+03   7.22434E+03 
   1.75000E+02   6.70104E+01   2.18077E+00   1.28000E-43      1.52000E-46        4.97704E-47   8.42105E+02   2.57181E+03 
   2.00000E+02   7.60471E+01   2.18077E+00   5.92000E-44      1.72000E-46        5.73117E-47   3.44186E+02   1.03295E+03 
   2.50000E+02   9.38473E+01   2.18077E+00   1.65000E-44      2.13000E-46        7.20152E-47   7.74648E+01   2.29118E+02 
   3.00000E+02   1.11255E+02   2.18077E+00   5.83000E-45      2.54000E-46        8.62586E-47   2.29528E+01   6.75874E+01 
   3.50000E+02   1.28258E+02   2.18077E+00   2.44000E-45      2.94000E-46        9.90191E-47   8.29932E+00   2.46417E+01 
   4.00000E+02   1.44828E+02   2.18077E+00   1.16000E-45      3.34000E-46        1.13759E-46   3.47305E+00   1.01970E+01 
   4.50000E+02   1.60864E+02   2.18077E+00   6.07000E-46      3.75000E-46        1.28995E-46   1.61867E+00   4.70560E+00 
   5.00000E+02   1.76301E+02   2.18077E+00   3.43000E-46      4.16000E-46        1.43927E-46   8.24519E-01   2.38315E+00 
   5.50000E+02   1.91092E+02   2.18077E+00   2.07000E-46      4.57000E-46        1.58947E-46   4.52954E-01   1.30232E+00 
   6.00000E+02   2.05096E+02   2.18077E+00   1.33000E-46      4.98000E-46        1.73983E-46   2.67068E-01   7.64441E-01 
   6.50000E+02   2.18136E+02   2.18077E+00   8.93000E-47      5.39000E-46        1.86126E-46   1.65677E-01   4.79783E-01 
   7.00000E+02   2.30274E+02   2.18077E+00   6.27000E-47      5.80000E-46        1.97355E-46   1.08103E-01   3.17702E-01 
   7.50000E+02   2.41299E+02   2.18077E+00   4.59000E-47      6.21000E-46        2.10639E-46   7.39130E-02   2.17909E-01 
   8.00000E+02   2.51260E+02   2.18077E+00   3.48000E-47      6.61000E-46        2.24890E-46   5.26475E-02   1.54743E-01 
   8.50000E+02   2.59905E+02   2.18077E+00   2.73000E-47      7.02000E-46        2.39141E-46   3.88889E-02   1.14159E-01 
   9.00000E+02   2.67306E+02   2.18077E+00   2.21000E-47      7.43000E-46        2.54766E-46   2.97443E-02   8.67464E-02 
   9.50000E+02   2.73233E+02   2.18077E+00   1.85000E-47      7.83000E-46        2.70824E-46   2.36271E-02   6.83100E-02 
   1.00000E+03   2.77755E+02   2.18077E+00   1.59000E-47      8.24000E-46        2.86883E-46   1.92961E-02   5.54234E-02 
   1.05000E+03   2.80640E+02   2.18077E+00   1.41000E-47      8.65000E-46        3.01433E-46   1.63006E-02   4.67766E-02 
   1.10000E+03   2.81986E+02   2.18077E+00   1.28000E-47      9.06000E-46        3.15696E-46   1.41280E-02   4.05454E-02 
   1.15000E+03   2.81542E+02   2.18077E+00   1.21000E-47      9.47000E-46        3.29959E-46   1.27772E-02   3.66713E-02 
   1.20000E+03   2.79484E+02   2.18077E+00   1.16000E-47      9.89000E-46        3.44221E-46   1.17290E-02   3.36992E-02 
   1.25000E+03   2.75672E+02   2.18077E+00   1.16000E-47      1.03000E-45        3.58906E-46   1.12621E-02   3.23204E-02 
   1.30000E+03   2.70396E+02   2.18077E+00   1.18000E-47      1.07000E-45        3.73756E-46   1.10280E-02   3.15714E-02 
   1.35000E+03   2.63703E+02   2.18077E+00   1.24000E-47      1.11000E-45        3.88605E-46   1.11712E-02   3.19090E-02 
   1.40000E+03   2.56076E+02   2.18077E+00   1.33000E-47      1.15000E-45        4.03454E-46   1.15652E-02   3.29653E-02 
   1.45000E+03   2.47698E+02   2.18077E+00   1.45000E-47      1.19000E-45        4.17391E-46   1.21849E-02   3.47396E-02 
   1.50000E+03   2.39196E+02   2.18077E+00   1.59000E-47      1.24000E-45        4.30720E-46   1.28226E-02   3.69150E-02 
   1.55000E+03   2.30822E+02   2.18077E+00   1.75000E-47      1.28000E-45        4.44048E-46   1.36719E-02   3.94102E-02 
   1.60000E+03   2.22867E+02   2.18077E+00   1.92000E-47      1.32000E-45        4.57376E-46   1.45455E-02   4.19786E-02 
   1.65000E+03   2.15279E+02   2.18077E+00   2.11000E-47      1.36000E-45        4.70705E-46   1.55147E-02   4.48264E-02 
   1.70000E+03   2.08212E+02   2.18077E+00   2.31000E-47      1.40000E-45        4.84033E-46   1.65000E-02   4.77240E-02 
   1.75000E+03   2.01613E+02   2.18077E+00   2.51000E-47      1.44000E-45        4.99015E-46   1.74306E-02   5.02990E-02 
   1.80000E+03   1.95204E+02   2.18077E+00   2.74000E-47      1.48000E-45        5.14411E-46   1.85135E-02   5.32648E-02 
   1.85000E+03   1.88967E+02   2.18077E+00   2.99000E-47      1.52000E-45        5.29806E-46   1.96711E-02   5.64357E-02 
   1.90000E+03   1.83028E+02   2.18077E+00   3.26000E-47      1.56000E-45        5.45202E-46   2.08974E-02   5.97944E-02 
   1.95000E+03   1.77313E+02   2.18077E+00   3.55000E-47      1.61000E-45        5.60597E-46   2.20497E-02   6.33253E-02 
   2.00000E+03   1.71758E+02   2.18077E+00   3.87000E-47      1.65000E-45        5.75993E-46   2.34545E-02   6.71883E-02 
   2.05000E+03   1.66225E+02   2.18077E+00   4.23000E-47      1.69000E-45        5.90588E-46   2.50296E-02   7.16235E-02 
   2.10000E+03   1.60735E+02   2.18077E+00   4.66000E-47      1.73000E-45        6.05184E-46   2.69364E-02   7.70014E-02 
   2.15000E+03   1.55267E+02   2.18077E+00   5.14000E-47      1.77000E-45        6.19779E-46   2.90395E-02   8.29327E-02 
   2.20000E+03   1.49783E+02   2.18077E+00   5.72000E-47      1.81000E-45        6.34375E-46   3.16022E-02   9.01675E-02 
   2.25000E+03   1.44132E+02   2.18077E+00   6.43000E-47      1.85000E-45        6.48970E-46   3.47568E-02   9.90800E-02 
   2.30000E+03   1.38421E+02   2.18077E+00   7.29000E-47      1.89000E-45        6.63566E-46   3.85714E-02   1.09861E-01 
   2.35000E+03   1.32589E+02   2.18077E+00   8.36000E-47      1.93000E-45        6.78161E-46   4.33161E-02   1.23275E-01 
   2.40000E+03   1.26672E+02   2.18077E+00   9.69000E-47      1.97000E-45        6.92757E-46   4.91878E-02   1.39876E-01 
   2.45000E+03   1.20627E+02   2.18077E+00   1.14000E-46      2.02000E-45        7.07352E-46   5.64356E-02   1.61164E-01 
   2.50000E+03   1.14390E+02   2.18077E+00   1.36000E-46      2.06000E-45        7.21948E-46   6.60194E-02   1.88379E-01 
   2.60000E+03   1.01545E+02   2.18077E+00   2.06000E-46      2.14000E-45        7.51138E-46   9.62617E-02   2.74250E-01 
   2.70000E+03   8.79317E+01   2.18077E+00   3.44000E-46      2.22000E-45        7.80329E-46   1.54955E-01   4.40840E-01 
   2.80000E+03   7.38368E+01   2.18077E+00   6.53000E-46      2.30000E-45        8.09520E-46   2.83913E-01   8.06651E-01 
   2.90000E+03   5.94614E+01   2.18077E+00   1.47000E-45      2.39000E-45        8.38711E-46   6.15063E-01   1.75269E+00 
   3.00000E+03   4.55372E+01   2.18077E+00   4.07000E-45      2.47000E-45        8.67902E-46   1.64777E+00   4.68947E+00 
   1.00000E+02   3.93251E+01   2.37788E+00   4.63000E-42      9.13000E-47        2.77513E-47   5.07119E+04   1.66839E+05 
   1.25000E+02   4.86819E+01   2.37788E+00   1.26000E-42      1.11000E-46        3.51588E-47   1.13514E+04   3.58374E+04 
   1.50000E+02   5.79426E+01   2.37788E+00   4.38000E-43      1.31000E-46        4.31873E-47   3.34351E+03   1.01419E+04 
   1.75000E+02   6.71116E+01   2.37788E+00   1.79000E-43      1.52000E-46        4.97704E-47   1.17763E+03   3.59652E+03 
   2.00000E+02   7.62007E+01   2.37788E+00   8.29000E-44      1.72000E-46        5.73117E-47   4.81977E+02   1.44648E+03 
   2.50000E+02   9.41467E+01   2.37788E+00   2.29000E-44      2.13000E-46        7.20152E-47   1.07512E+02   3.17989E+02 
   3.00000E+02   1.11779E+02   2.37788E+00   8.06000E-45      2.54000E-46        8.62586E-47   3.17323E+01   9.34399E+01 
   3.50000E+02   1.29100E+02   2.37788E+00   3.35000E-45      2.94000E-46        9.90191E-47   1.13946E+01   3.38318E+01 
   4.00000E+02   1.46115E+02   2.37788E+00   1.57000E-45      3.34000E-46        1.13759E-46   4.70060E+00   1.38012E+01 
   4.50000E+02   1.62755E+02   2.37788E+00   8.12000E-46      3.75000E-46        1.28995E-46   2.16533E+00   6.29481E+00 
   5.00000E+02   1.78996E+02   2.37788E+00   4.53000E-46      4.16000E-46        1.43927E-46   1.08894E+00   3.14743E+00 
   5.50000E+02   1.94807E+02   2.37788E+00   2.68000E-46      4.57000E-46        1.58947E-46   5.86433E-01   1.68610E+00 
   6.00000E+02   2.10083E+02   2.37788E+00   1.68000E-46      4.98000E-46        1.73983E-46   3.37349E-01   9.65610E-01 
   6.50000E+02   2.24754E+02   2.37788E+00   1.10000E-46      5.39000E-46        1.86126E-46   2.04082E-01   5.90998E-01 
   7.00000E+02   2.38836E+02   2.37788E+00   7.50000E-47      5.80000E-46        1.97355E-46   1.29310E-01   3.80026E-01 
   7.50000E+02   2.52186E+02   2.37788E+00   5.30000E-47      6.21000E-46        2.10639E-46   8.53462E-02   2.51616E-01 
   8.00000E+02   2.64827E+02   2.37788E+00   3.87000E-47      6.61000E-46        2.24890E-46   5.85477E-02   1.72084E-01 
   8.50000E+02   2.76575E+02   2.37788E+00   2.91000E-47      7.02000E-46        2.39141E-46   4.14530E-02   1.21686E-01 
   9.00000E+02   2.87474E+02   2.37788E+00   2.24000E-47      7.43000E-46        2.54766E-46   3.01480E-02   8.79240E-02 
   9.50000E+02   2.97356E+02   2.37788E+00   1.78000E-47      7.83000E-46        2.70824E-46   2.27331E-02   6.57253E-02 
   1.00000E+03   3.06276E+02   2.37788E+00   1.44000E-47      8.24000E-46        2.86883E-46   1.74757E-02   5.01947E-02 
   1.05000E+03   3.14052E+02   2.37788E+00   1.20000E-47      8.65000E-46        3.01433E-46   1.38728E-02   3.98099E-02 
   1.10000E+03   3.20747E+02   2.37788E+00   1.02000E-47      9.06000E-46        3.15696E-46   1.12583E-02   3.23096E-02 
   1.15000E+03   3.26149E+02   2.37788E+00   8.83000E-48      9.47000E-46        3.29959E-46   9.32418E-03   2.67609E-02 
   1.20000E+03   3.30329E+02   2.37788E+00   7.82000E-48      9.89000E-46        3.44221E-46   7.90698E-03   2.27179E-02 
   1.25000E+03   3.33096E+02   2.37788E+00   7.08000E-48      1.03000E-45        3.58906E-46   6.87379E-03   1.97266E-02 
   1.30000E+03   3.34524E+02   2.37788E+00   6.54000E-48      1.07000E-45        3.73756E-46   6.11215E-03   1.74981E-02 
   1.35000E+03   3.34430E+02   2.37788E+00   6.18000E-48      1.11000E-45        3.88605E-46   5.56757E-03   1.59030E-02 
   1.40000E+03   3.32895E+02   2.37788E+00   5.96000E-48      1.15000E-45        4.03454E-46   5.18261E-03   1.47724E-02 
   1.45000E+03   3.29523E+02   2.37788E+00   5.90000E-48      1.19000E-45        4.17391E-46   4.95798E-03   1.41354E-02 
   1.50000E+03   3.24664E+02   2.37788E+00   5.96000E-48      1.24000E-45        4.30720E-46   4.80645E-03   1.38373E-02 
   1.55000E+03   3.18280E+02   2.37788E+00   6.17000E-48      1.28000E-45        4.44048E-46   4.82031E-03   1.38949E-02 
   1.60000E+03   3.10649E+02   2.37788E+00   6.51000E-48      1.32000E-45        4.57376E-46   4.93182E-03   1.42334E-02 
   1.65000E+03   3.01783E+02   2.37788E+00   7.02000E-48      1.36000E-45        4.70705E-46   5.16176E-03   1.49138E-02 
   1.70000E+03   2.92168E+02   2.37788E+00   7.68000E-48      1.40000E-45        4.84033E-46   5.48571E-03   1.58667E-02 
   1.75000E+03   2.82164E+02   2.37788E+00   8.49000E-48      1.44000E-45        4.99015E-46   5.89583E-03   1.70135E-02 
   1.80000E+03   2.72119E+02   2.37788E+00   9.46000E-48      1.48000E-45        5.14411E-46   6.39189E-03   1.83900E-02 
   1.85000E+03   2.62241E+02   2.37788E+00   1.06000E-47      1.52000E-45        5.29806E-46   6.97368E-03   2.00073E-02 
   1.90000E+03   2.52723E+02   2.37788E+00   1.18000E-47      1.56000E-45        5.45202E-46   7.56410E-03   2.16434E-02 
   1.95000E+03   2.43612E+02   2.37788E+00   1.32000E-47      1.61000E-45        5.60597E-46   8.19876E-03   2.35463E-02 
   2.00000E+03   2.34948E+02   2.37788E+00   1.47000E-47      1.65000E-45        5.75993E-46   8.90909E-03   2.55211E-02 
   2.05000E+03   2.26592E+02   2.37788E+00   1.64000E-47      1.69000E-45        5.90588E-46   9.70414E-03   2.77689E-02 
   2.10000E+03   2.18673E+02   2.37788E+00   1.82000E-47      1.73000E-45        6.05184E-46   1.05202E-02   3.00735E-02 
   2.15000E+03   2.11120E+02   2.37788E+00   2.02000E-47      1.77000E-45        6.19779E-46   1.14124E-02   3.25922E-02 
   2.20000E+03   2.03866E+02   2.37788E+00   2.25000E-47      1.81000E-45        6.34375E-46   1.24309E-02   3.54680E-02 
   2.25000E+03   1.96662E+02   2.37788E+00   2.50000E-47      1.85000E-45        6.48970E-46   1.35135E-02   3.85226E-02 
   2.30000E+03   1.89521E+02   2.37788E+00   2.81000E-47      1.89000E-45        6.63566E-46   1.48677E-02   4.23470E-02 
   2.35000E+03   1.82531E+02   2.37788E+00   3.15000E-47      1.93000E-45        6.78161E-46   1.63212E-02   4.64491E-02 
   2.40000E+03   1.75637E+02   2.37788E+00   3.56000E-47      1.97000E-45        6.92757E-46   1.80711E-02   5.13889E-02 
   2.45000E+03   1.68754E+02   2.37788E+00   4.04000E-47      2.02000E-45        7.07352E-46   2.00000E-02   5.71144E-02 
   2.50000E+03   1.61828E+02   2.37788E+00   4.62000E-47      2.06000E-45        7.21948E-46   2.24272E-02   6.39936E-02 
   2.60000E+03   1.47875E+02   2.37788E+00   6.23000E-47      2.14000E-45        7.51138E-46   2.91121E-02   8.29408E-02 
   2.70000E+03   1.33362E+02   2.37788E+00   8.86000E-47      2.22000E-45        7.80329E-46   3.99099E-02   1.13542E-01 
   2.80000E+03   1.18284E+02   2.37788E+00   1.35000E-46      2.30000E-45        8.09520E-46   5.86957E-02   1.66765E-01 
   2.90000E+03   1.02568E+02   2.37788E+00   2.26000E-46      2.39000E-45        8.38711E-46   9.45607E-02   2.69461E-01 
   3.00000E+03   8.59778E+01   2.37788E+00   4.34000E-46      2.47000E-45        8.67902E-46   1.75709E-01   5.00056E-01 
   1.00000E+02   3.93379E+01   2.59281E+00   6.54000E-42      9.13000E-47        2.77513E-47   7.16320E+04   2.35665E+05 
   1.25000E+02   4.87074E+01   2.59281E+00   1.78000E-42      1.11000E-46        3.51588E-47   1.60360E+04   5.06275E+04 
   1.50000E+02   5.79868E+01   2.59281E+00   6.17000E-43      1.31000E-46        4.31873E-47   4.70992E+03   1.42866E+04 
   1.75000E+02   6.71831E+01   2.59281E+00   2.52000E-43      1.52000E-46        4.97704E-47   1.65789E+03   5.06325E+03 
   2.00000E+02   7.63079E+01   2.59281E+00   1.16000E-43      1.72000E-46        5.73117E-47   6.74419E+02   2.02402E+03 
   2.50000E+02   9.43585E+01   2.59281E+00   3.21000E-44      2.13000E-46        7.20152E-47   1.50704E+02   4.45740E+02 
   3.00000E+02   1.12146E+02   2.59281E+00   1.12000E-44      2.54000E-46        8.62586E-47   4.40945E+01   1.29842E+02 
   3.50000E+02   1.29687E+02   2.59281E+00   4.64000E-45      2.94000E-46        9.90191E-47   1.57823E+01   4.68596E+01 
   4.00000E+02   1.46991E+02   2.59281E+00   2.16000E-45      3.34000E-46        1.13759E-46   6.46707E+00   1.89876E+01 
   4.50000E+02   1.64021E+02   2.59281E+00   1.11000E-45      3.75000E-46        1.28995E-46   2.96000E+00   8.60497E+00 
   5.00000E+02   1.80783E+02   2.59281E+00   6.11000E-46      4.16000E-46        1.43927E-46   1.46875E+00   4.24521E+00 
   5.50000E+02   1.97245E+02   2.59281E+00   3.58000E-46      4.57000E-46        1.58947E-46   7.83370E-01   2.25233E+00 
   6.00000E+02   2.13339E+02   2.59281E+00   2.21000E-46      4.98000E-46        1.73983E-46   4.43775E-01   1.27024E+00 
   6.50000E+02   2.29039E+02   2.59281E+00   1.43000E-46      5.39000E-46        1.86126E-46   2.65306E-01   7.68297E-01 
   7.00000E+02   2.44361E+02   2.59281E+00   9.55000E-47      5.80000E-46        1.97355E-46   1.64655E-01   4.83900E-01 
   7.50000E+02   2.59212E+02   2.59281E+00   6.61000E-47      6.21000E-46        2.10639E-46   1.06441E-01   3.13807E-01 
   8.00000E+02   2.73602E+02   2.59281E+00   4.71000E-47      6.61000E-46        2.24890E-46   7.12557E-02   2.09436E-01 
   8.50000E+02   2.87411E+02   2.59281E+00   3.45000E-47      7.02000E-46        2.39141E-46   4.91453E-02   1.44267E-01 
   9.00000E+02   3.00659E+02   2.59281E+00   2.59000E-47      7.43000E-46        2.54766E-46   3.48587E-02   1.01662E-01 
   9.50000E+02   3.13239E+02   2.59281E+00   1.98000E-47      7.83000E-46        2.70824E-46   2.52874E-02   7.31102E-02 
   1.00000E+03   3.25174E+02   2.59281E+00   1.55000E-47      8.24000E-46        2.86883E-46   1.88107E-02   5.40291E-02 
   1.05000E+03   3.36336E+02   2.59281E+00   1.24000E-47      8.65000E-46        3.01433E-46   1.43353E-02   4.11369E-02 
   1.10000E+03   3.46778E+02   2.59281E+00   1.01000E-47      9.06000E-46        3.15696E-46   1.11479E-02   3.19928E-02 
   1.15000E+03   3.56339E+02   2.59281E+00   8.37000E-48      9.47000E-46        3.29959E-46   8.83844E-03   2.53668E-02 
   1.20000E+03   3.65090E+02   2.59281E+00   7.05000E-48      9.89000E-46        3.44221E-46   7.12841E-03   2.04810E-02 
   1.25000E+03   3.72876E+02   2.59281E+00   6.03000E-48      1.03000E-45        3.58906E-46   5.85437E-03   1.68010E-02 
   1.30000E+03   3.79761E+02   2.59281E+00   5.24000E-48      1.07000E-45        3.73756E-46   4.89720E-03   1.40199E-02 
   1.35000E+03   3.85610E+02   2.59281E+00   4.62000E-48      1.11000E-45        3.88605E-46   4.16216E-03   1.18887E-02 
   1.40000E+03   3.90455E+02   2.59281E+00   4.14000E-48      1.15000E-45        4.03454E-46   3.60000E-03   1.02614E-02 
   1.45000E+03   3.93928E+02   2.59281E+00   3.77000E-48      1.19000E-45        4.17391E-46   3.16807E-03   9.03230E-03 
   1.50000E+03   3.96245E+02   2.59281E+00   3.49000E-48      1.24000E-45        4.30720E-46   2.81452E-03   8.10272E-03 
   1.55000E+03   3.97243E+02   2.59281E+00   3.28000E-48      1.28000E-45        4.44048E-46   2.56250E-03   7.38659E-03 
   1.60000E+03   3.96986E+02   2.59281E+00   3.13000E-48      1.32000E-45        4.57376E-46   2.37121E-03   6.84338E-03 
   1.65000E+03   3.95255E+02   2.59281E+00   3.04000E-48      1.36000E-45        4.70705E-46   2.23529E-03   6.45840E-03 
   1.70000E+03   3.92161E+02   2.59281E+00   3.00000E-48      1.40000E-45        4.84033E-46   2.14286E-03   6.19792E-03 
