#    mchi[GeV]       Dm[GeV]        lambda  SigmaSI[cm2]  SigmaSI_UL[cm2]       rval_DD 
   2.15000E+03   9.02905E+01   1.83421E+00   2.40000E-46      1.77000E-45   1.35593E-01 
   2.20000E+03   8.54253E+01   1.83421E+00   2.88000E-46      1.81000E-45   1.59116E-01 
   2.25000E+03   8.04397E+01   1.83421E+00   3.52000E-46      1.85000E-45   1.90270E-01 
   2.30000E+03   7.53101E+01   1.83421E+00   4.42000E-46      1.89000E-45   2.33862E-01 
   2.35000E+03   7.00963E+01   1.83421E+00   5.67000E-46      1.93000E-45   2.93782E-01 
   2.40000E+03   6.47783E+01   1.83421E+00   7.51000E-46      1.97000E-45   3.81218E-01 
   2.45000E+03   5.94478E+01   1.83421E+00   1.02000E-45      2.02000E-45   5.04950E-01 
   2.50000E+03   5.40815E+01   1.83421E+00   1.45000E-45      2.06000E-45   7.03883E-01 
   2.60000E+03   4.37220E+01   1.83421E+00   3.19000E-45      2.14000E-45   1.49065E+00 
   2.70000E+03   3.43588E+01   1.83421E+00   7.93000E-45      2.22000E-45   3.57207E+00 
   2.80000E+03   2.66330E+01   1.83421E+00   2.11000E-44      2.30000E-45   9.17391E+00 
   2.90000E+03   2.07609E+01   1.83421E+00   5.58000E-44      2.39000E-45   2.33473E+01 
   3.00000E+03   1.64356E+01   1.83421E+00   1.42000E-43      2.47000E-45   5.74899E+01 
   1.00000E+02   3.92814E+01   2.00000E+00   2.33000E-42      9.13000E-47   2.55203E+04 
   1.25000E+02   4.85948E+01   2.00000E+00   6.38000E-43      1.11000E-46   5.74775E+03 
   1.50000E+02   5.77919E+01   2.00000E+00   2.22000E-43      1.31000E-46   1.69466E+03 
   1.75000E+02   6.68654E+01   2.00000E+00   9.13000E-44      1.52000E-46   6.00658E+02 
   2.00000E+02   7.58301E+01   2.00000E+00   4.24000E-44      1.72000E-46   2.46512E+02 
   2.50000E+02   9.34197E+01   2.00000E+00   1.19000E-44      2.13000E-46   5.58685E+01 
   3.00000E+02   1.10504E+02   2.00000E+00   4.26000E-45      2.54000E-46   1.67717E+01 
   3.50000E+02   1.27012E+02   2.00000E+00   1.81000E-45      2.94000E-46   6.15646E+00 
   4.00000E+02   1.42896E+02   2.00000E+00   8.72000E-46      3.34000E-46   2.61078E+00 
   4.50000E+02   1.58000E+02   2.00000E+00   4.66000E-46      3.75000E-46   1.24267E+00 
   5.00000E+02   1.72170E+02   2.00000E+00   2.71000E-46      4.16000E-46   6.51442E-01 
   5.50000E+02   1.85340E+02   2.00000E+00   1.69000E-46      4.57000E-46   3.69803E-01 
   6.00000E+02   1.97372E+02   2.00000E+00   1.12000E-46      4.98000E-46   2.24900E-01 
   6.50000E+02   2.07965E+02   2.00000E+00   7.85000E-47      5.39000E-46   1.45640E-01 
   7.00000E+02   2.17192E+02   2.00000E+00   5.79000E-47      5.80000E-46   9.98276E-02 
   7.50000E+02   2.24803E+02   2.00000E+00   4.48000E-47      6.21000E-46   7.21417E-02 
   8.00000E+02   2.30885E+02   2.00000E+00   3.60000E-47      6.61000E-46   5.44629E-02 
   8.50000E+02   2.35123E+02   2.00000E+00   3.03000E-47      7.02000E-46   4.31624E-02 
   9.00000E+02   2.37640E+02   2.00000E+00   2.65000E-47      7.43000E-46   3.56662E-02 
   9.50000E+02   2.38172E+02   2.00000E+00   2.41000E-47      7.83000E-46   3.07791E-02 
   1.00000E+03   2.36928E+02   2.00000E+00   2.28000E-47      8.24000E-46   2.76699E-02 
   1.05000E+03   2.33783E+02   2.00000E+00   2.24000E-47      8.65000E-46   2.58960E-02 
   1.10000E+03   2.29146E+02   2.00000E+00   2.27000E-47      9.06000E-46   2.50552E-02 
   1.15000E+03   2.23146E+02   2.00000E+00   2.37000E-47      9.47000E-46   2.50264E-02 
   1.20000E+03   2.16449E+02   2.00000E+00   2.52000E-47      9.89000E-46   2.54803E-02 
   1.25000E+03   2.09344E+02   2.00000E+00   2.72000E-47      1.03000E-45   2.64078E-02 
   1.30000E+03   2.02403E+02   2.00000E+00   2.94000E-47      1.07000E-45   2.74766E-02 
   1.35000E+03   1.95550E+02   2.00000E+00   3.19000E-47      1.11000E-45   2.87387E-02 
   1.40000E+03   1.89159E+02   2.00000E+00   3.45000E-47      1.15000E-45   3.00000E-02 
   1.45000E+03   1.83285E+02   2.00000E+00   3.71000E-47      1.19000E-45   3.11765E-02 
   1.50000E+03   1.77890E+02   2.00000E+00   3.97000E-47      1.24000E-45   3.20161E-02 
   1.55000E+03   1.72830E+02   2.00000E+00   4.23000E-47      1.28000E-45   3.30469E-02 
   1.60000E+03   1.68057E+02   2.00000E+00   4.49000E-47      1.32000E-45   3.40152E-02 
   1.65000E+03   1.63417E+02   2.00000E+00   4.78000E-47      1.36000E-45   3.51471E-02 
   1.70000E+03   1.58939E+02   2.00000E+00   5.09000E-47      1.40000E-45   3.63571E-02 
   1.75000E+03   1.54564E+02   2.00000E+00   5.42000E-47      1.44000E-45   3.76389E-02 
   1.80000E+03   1.50243E+02   2.00000E+00   5.80000E-47      1.48000E-45   3.91892E-02 
   1.85000E+03   1.45822E+02   2.00000E+00   6.24000E-47      1.52000E-45   4.10526E-02 
   1.90000E+03   1.41404E+02   2.00000E+00   6.75000E-47      1.56000E-45   4.32692E-02 
   1.95000E+03   1.36926E+02   2.00000E+00   7.35000E-47      1.61000E-45   4.56522E-02 
   2.00000E+03   1.32374E+02   2.00000E+00   8.06000E-47      1.65000E-45   4.88485E-02 
   2.05000E+03   1.27707E+02   2.00000E+00   8.92000E-47      1.69000E-45   5.27811E-02 
   2.10000E+03   1.22953E+02   2.00000E+00   9.97000E-47      1.73000E-45   5.76301E-02 
   2.15000E+03   1.18077E+02   2.00000E+00   1.13000E-46      1.77000E-45   6.38418E-02 
   2.20000E+03   1.13052E+02   2.00000E+00   1.29000E-46      1.81000E-45   7.12707E-02 
   2.25000E+03   1.07880E+02   2.00000E+00   1.50000E-46      1.85000E-45   8.10811E-02 
   2.30000E+03   1.02580E+02   2.00000E+00   1.77000E-46      1.89000E-45   9.36508E-02 
   2.35000E+03   9.70836E+01   2.00000E+00   2.12000E-46      1.93000E-45   1.09845E-01 
   2.40000E+03   9.14033E+01   2.00000E+00   2.61000E-46      1.97000E-45   1.32487E-01 
   2.45000E+03   8.55999E+01   2.00000E+00   3.28000E-46      2.02000E-45   1.62376E-01 
   2.50000E+03   7.96963E+01   2.00000E+00   4.22000E-46      2.06000E-45   2.04854E-01 
   2.60000E+03   6.75396E+01   2.00000E+00   7.67000E-46      2.14000E-45   3.58411E-01 
   2.70000E+03   5.52580E+01   2.00000E+00   1.61000E-45      2.22000E-45   7.25225E-01 
   2.80000E+03   4.34421E+01   2.00000E+00   4.00000E-45      2.30000E-45   1.73913E+00 
   2.90000E+03   3.30526E+01   2.00000E+00   1.14000E-44      2.39000E-45   4.76987E+00 
   3.00000E+03   2.49067E+01   2.00000E+00   3.43000E-44      2.47000E-45   1.38866E+01 
   1.00000E+02   3.93070E+01   2.18077E+00   3.29000E-42      9.13000E-47   3.60350E+04 
   1.25000E+02   4.86458E+01   2.18077E+00   8.97000E-43      1.11000E-46   8.08108E+03 
   1.50000E+02   5.78802E+01   2.18077E+00   3.12000E-43      1.31000E-46   2.38168E+03 
   1.75000E+02   6.70104E+01   2.18077E+00   1.28000E-43      1.52000E-46   8.42105E+02 
   2.00000E+02   7.60471E+01   2.18077E+00   5.92000E-44      1.72000E-46   3.44186E+02 
   2.50000E+02   9.38473E+01   2.18077E+00   1.65000E-44      2.13000E-46   7.74648E+01 
   3.00000E+02   1.11255E+02   2.18077E+00   5.83000E-45      2.54000E-46   2.29528E+01 
   3.50000E+02   1.28258E+02   2.18077E+00   2.44000E-45      2.94000E-46   8.29932E+00 
   4.00000E+02   1.44828E+02   2.18077E+00   1.16000E-45      3.34000E-46   3.47305E+00 
   4.50000E+02   1.60864E+02   2.18077E+00   6.07000E-46      3.75000E-46   1.61867E+00 
   5.00000E+02   1.76301E+02   2.18077E+00   3.43000E-46      4.16000E-46   8.24519E-01 
   5.50000E+02   1.91092E+02   2.18077E+00   2.07000E-46      4.57000E-46   4.52954E-01 
   6.00000E+02   2.05096E+02   2.18077E+00   1.33000E-46      4.98000E-46   2.67068E-01 
   6.50000E+02   2.18136E+02   2.18077E+00   8.93000E-47      5.39000E-46   1.65677E-01 
   7.00000E+02   2.30274E+02   2.18077E+00   6.27000E-47      5.80000E-46   1.08103E-01 
   7.50000E+02   2.41299E+02   2.18077E+00   4.59000E-47      6.21000E-46   7.39130E-02 
   8.00000E+02   2.51260E+02   2.18077E+00   3.48000E-47      6.61000E-46   5.26475E-02 
   8.50000E+02   2.59905E+02   2.18077E+00   2.73000E-47      7.02000E-46   3.88889E-02 
   9.00000E+02   2.67306E+02   2.18077E+00   2.21000E-47      7.43000E-46   2.97443E-02 
   9.50000E+02   2.73233E+02   2.18077E+00   1.85000E-47      7.83000E-46   2.36271E-02 
   1.00000E+03   2.77755E+02   2.18077E+00   1.59000E-47      8.24000E-46   1.92961E-02 
   1.05000E+03   2.80640E+02   2.18077E+00   1.41000E-47      8.65000E-46   1.63006E-02 
   1.10000E+03   2.81986E+02   2.18077E+00   1.28000E-47      9.06000E-46   1.41280E-02 
   1.15000E+03   2.81542E+02   2.18077E+00   1.21000E-47      9.47000E-46   1.27772E-02 
   1.20000E+03   2.79484E+02   2.18077E+00   1.16000E-47      9.89000E-46   1.17290E-02 
   1.25000E+03   2.75672E+02   2.18077E+00   1.16000E-47      1.03000E-45   1.12621E-02 
   1.30000E+03   2.70396E+02   2.18077E+00   1.18000E-47      1.07000E-45   1.10280E-02 
   1.35000E+03   2.63703E+02   2.18077E+00   1.24000E-47      1.11000E-45   1.11712E-02 
   1.40000E+03   2.56076E+02   2.18077E+00   1.33000E-47      1.15000E-45   1.15652E-02 
   1.45000E+03   2.47698E+02   2.18077E+00   1.45000E-47      1.19000E-45   1.21849E-02 
   1.50000E+03   2.39196E+02   2.18077E+00   1.59000E-47      1.24000E-45   1.28226E-02 
   1.55000E+03   2.30822E+02   2.18077E+00   1.75000E-47      1.28000E-45   1.36719E-02 
   1.60000E+03   2.22867E+02   2.18077E+00   1.92000E-47      1.32000E-45   1.45455E-02 
   1.65000E+03   2.15279E+02   2.18077E+00   2.11000E-47      1.36000E-45   1.55147E-02 
   1.70000E+03   2.08212E+02   2.18077E+00   2.31000E-47      1.40000E-45   1.65000E-02 
   1.75000E+03   2.01613E+02   2.18077E+00   2.51000E-47      1.44000E-45   1.74306E-02 
   1.80000E+03   1.95204E+02   2.18077E+00   2.74000E-47      1.48000E-45   1.85135E-02 
   1.85000E+03   1.88967E+02   2.18077E+00   2.99000E-47      1.52000E-45   1.96711E-02 
   1.90000E+03   1.83028E+02   2.18077E+00   3.26000E-47      1.56000E-45   2.08974E-02 
   1.95000E+03   1.77313E+02   2.18077E+00   3.55000E-47      1.61000E-45   2.20497E-02 
   2.00000E+03   1.71758E+02   2.18077E+00   3.87000E-47      1.65000E-45   2.34545E-02 
   2.05000E+03   1.66225E+02   2.18077E+00   4.23000E-47      1.69000E-45   2.50296E-02 
   2.10000E+03   1.60735E+02   2.18077E+00   4.66000E-47      1.73000E-45   2.69364E-02 
   2.15000E+03   1.55267E+02   2.18077E+00   5.14000E-47      1.77000E-45   2.90395E-02 
   2.20000E+03   1.49783E+02   2.18077E+00   5.72000E-47      1.81000E-45   3.16022E-02 
   2.25000E+03   1.44132E+02   2.18077E+00   6.43000E-47      1.85000E-45   3.47568E-02 
   2.30000E+03   1.38421E+02   2.18077E+00   7.29000E-47      1.89000E-45   3.85714E-02 
   2.35000E+03   1.32589E+02   2.18077E+00   8.36000E-47      1.93000E-45   4.33161E-02 
   2.40000E+03   1.26672E+02   2.18077E+00   9.69000E-47      1.97000E-45   4.91878E-02 
   2.45000E+03   1.20627E+02   2.18077E+00   1.14000E-46      2.02000E-45   5.64356E-02 
   2.50000E+03   1.14390E+02   2.18077E+00   1.36000E-46      2.06000E-45   6.60194E-02 
   2.60000E+03   1.01545E+02   2.18077E+00   2.06000E-46      2.14000E-45   9.62617E-02 
   2.70000E+03   8.79317E+01   2.18077E+00   3.44000E-46      2.22000E-45   1.54955E-01 
   2.80000E+03   7.38368E+01   2.18077E+00   6.53000E-46      2.30000E-45   2.83913E-01 
   2.90000E+03   5.94614E+01   2.18077E+00   1.47000E-45      2.39000E-45   6.15063E-01 
   3.00000E+03   4.55372E+01   2.18077E+00   4.07000E-45      2.47000E-45   1.64777E+00 
   1.00000E+02   3.93251E+01   2.37788E+00   4.63000E-42      9.13000E-47   5.07119E+04 
   1.25000E+02   4.86819E+01   2.37788E+00   1.26000E-42      1.11000E-46   1.13514E+04 
   1.50000E+02   5.79426E+01   2.37788E+00   4.38000E-43      1.31000E-46   3.34351E+03 
   1.75000E+02   6.71116E+01   2.37788E+00   1.79000E-43      1.52000E-46   1.17763E+03 
   2.00000E+02   7.62007E+01   2.37788E+00   8.29000E-44      1.72000E-46   4.81977E+02 
   2.50000E+02   9.41467E+01   2.37788E+00   2.29000E-44      2.13000E-46   1.07512E+02 
   3.00000E+02   1.11779E+02   2.37788E+00   8.06000E-45      2.54000E-46   3.17323E+01 
   3.50000E+02   1.29100E+02   2.37788E+00   3.35000E-45      2.94000E-46   1.13946E+01 
   4.00000E+02   1.46115E+02   2.37788E+00   1.57000E-45      3.34000E-46   4.70060E+00 
   4.50000E+02   1.62755E+02   2.37788E+00   8.12000E-46      3.75000E-46   2.16533E+00 
   5.00000E+02   1.78996E+02   2.37788E+00   4.53000E-46      4.16000E-46   1.08894E+00 
   5.50000E+02   1.94807E+02   2.37788E+00   2.68000E-46      4.57000E-46   5.86433E-01 
   6.00000E+02   2.10083E+02   2.37788E+00   1.68000E-46      4.98000E-46   3.37349E-01 
   6.50000E+02   2.24754E+02   2.37788E+00   1.10000E-46      5.39000E-46   2.04082E-01 
   7.00000E+02   2.38836E+02   2.37788E+00   7.50000E-47      5.80000E-46   1.29310E-01 
   7.50000E+02   2.52186E+02   2.37788E+00   5.30000E-47      6.21000E-46   8.53462E-02 
   8.00000E+02   2.64827E+02   2.37788E+00   3.87000E-47      6.61000E-46   5.85477E-02 
   8.50000E+02   2.76575E+02   2.37788E+00   2.91000E-47      7.02000E-46   4.14530E-02 
   9.00000E+02   2.87474E+02   2.37788E+00   2.24000E-47      7.43000E-46   3.01480E-02 
   9.50000E+02   2.97356E+02   2.37788E+00   1.78000E-47      7.83000E-46   2.27331E-02 
   1.00000E+03   3.06276E+02   2.37788E+00   1.44000E-47      8.24000E-46   1.74757E-02 
   1.05000E+03   3.14052E+02   2.37788E+00   1.20000E-47      8.65000E-46   1.38728E-02 
   1.10000E+03   3.20747E+02   2.37788E+00   1.02000E-47      9.06000E-46   1.12583E-02 
   1.15000E+03   3.26149E+02   2.37788E+00   8.83000E-48      9.47000E-46   9.32418E-03 
   1.20000E+03   3.30329E+02   2.37788E+00   7.82000E-48      9.89000E-46   7.90698E-03 
   1.25000E+03   3.33096E+02   2.37788E+00   7.08000E-48      1.03000E-45   6.87379E-03 
   1.30000E+03   3.34524E+02   2.37788E+00   6.54000E-48      1.07000E-45   6.11215E-03 
   1.35000E+03   3.34430E+02   2.37788E+00   6.18000E-48      1.11000E-45   5.56757E-03 
   1.40000E+03   3.32895E+02   2.37788E+00   5.96000E-48      1.15000E-45   5.18261E-03 
   1.45000E+03   3.29523E+02   2.37788E+00   5.90000E-48      1.19000E-45   4.95798E-03 
   1.50000E+03   3.24664E+02   2.37788E+00   5.96000E-48      1.24000E-45   4.80645E-03 
   1.55000E+03   3.18280E+02   2.37788E+00   6.17000E-48      1.28000E-45   4.82031E-03 
   1.60000E+03   3.10649E+02   2.37788E+00   6.51000E-48      1.32000E-45   4.93182E-03 
   1.65000E+03   3.01783E+02   2.37788E+00   7.02000E-48      1.36000E-45   5.16176E-03 
   1.70000E+03   2.92168E+02   2.37788E+00   7.68000E-48      1.40000E-45   5.48571E-03 
   1.75000E+03   2.82164E+02   2.37788E+00   8.49000E-48      1.44000E-45   5.89583E-03 
   1.80000E+03   2.72119E+02   2.37788E+00   9.46000E-48      1.48000E-45   6.39189E-03 
   1.85000E+03   2.62241E+02   2.37788E+00   1.06000E-47      1.52000E-45   6.97368E-03 
   1.90000E+03   2.52723E+02   2.37788E+00   1.18000E-47      1.56000E-45   7.56410E-03 
   1.95000E+03   2.43612E+02   2.37788E+00   1.32000E-47      1.61000E-45   8.19876E-03 
   2.00000E+03   2.34948E+02   2.37788E+00   1.47000E-47      1.65000E-45   8.90909E-03 
   2.05000E+03   2.26592E+02   2.37788E+00   1.64000E-47      1.69000E-45   9.70414E-03 
   2.10000E+03   2.18673E+02   2.37788E+00   1.82000E-47      1.73000E-45   1.05202E-02 
   2.15000E+03   2.11120E+02   2.37788E+00   2.02000E-47      1.77000E-45   1.14124E-02 
   2.20000E+03   2.03866E+02   2.37788E+00   2.25000E-47      1.81000E-45   1.24309E-02 
   2.25000E+03   1.96662E+02   2.37788E+00   2.50000E-47      1.85000E-45   1.35135E-02 
   2.30000E+03   1.89521E+02   2.37788E+00   2.81000E-47      1.89000E-45   1.48677E-02 
   2.35000E+03   1.82531E+02   2.37788E+00   3.15000E-47      1.93000E-45   1.63212E-02 
   2.40000E+03   1.75637E+02   2.37788E+00   3.56000E-47      1.97000E-45   1.80711E-02 
   2.45000E+03   1.68754E+02   2.37788E+00   4.04000E-47      2.02000E-45   2.00000E-02 
   2.50000E+03   1.61828E+02   2.37788E+00   4.62000E-47      2.06000E-45   2.24272E-02 
   2.60000E+03   1.47875E+02   2.37788E+00   6.23000E-47      2.14000E-45   2.91121E-02 
   2.70000E+03   1.33362E+02   2.37788E+00   8.86000E-47      2.22000E-45   3.99099E-02 
   2.80000E+03   1.18284E+02   2.37788E+00   1.35000E-46      2.30000E-45   5.86957E-02 
   2.90000E+03   1.02568E+02   2.37788E+00   2.26000E-46      2.39000E-45   9.45607E-02 
   3.00000E+03   8.59778E+01   2.37788E+00   4.34000E-46      2.47000E-45   1.75709E-01 
   1.00000E+02   3.93379E+01   2.59281E+00   6.54000E-42      9.13000E-47   7.16320E+04 
   1.25000E+02   4.87074E+01   2.59281E+00   1.78000E-42      1.11000E-46   1.60360E+04 
   1.50000E+02   5.79868E+01   2.59281E+00   6.17000E-43      1.31000E-46   4.70992E+03 
   1.75000E+02   6.71831E+01   2.59281E+00   2.52000E-43      1.52000E-46   1.65789E+03 
   2.00000E+02   7.63079E+01   2.59281E+00   1.16000E-43      1.72000E-46   6.74419E+02 
   2.50000E+02   9.43585E+01   2.59281E+00   3.21000E-44      2.13000E-46   1.50704E+02 
   3.00000E+02   1.12146E+02   2.59281E+00   1.12000E-44      2.54000E-46   4.40945E+01 
   3.50000E+02   1.29687E+02   2.59281E+00   4.64000E-45      2.94000E-46   1.57823E+01 
   4.00000E+02   1.46991E+02   2.59281E+00   2.16000E-45      3.34000E-46   6.46707E+00 
   4.50000E+02   1.64021E+02   2.59281E+00   1.11000E-45      3.75000E-46   2.96000E+00 
   5.00000E+02   1.80783E+02   2.59281E+00   6.11000E-46      4.16000E-46   1.46875E+00 
   5.50000E+02   1.97245E+02   2.59281E+00   3.58000E-46      4.57000E-46   7.83370E-01 
   6.00000E+02   2.13339E+02   2.59281E+00   2.21000E-46      4.98000E-46   4.43775E-01 
   6.50000E+02   2.29039E+02   2.59281E+00   1.43000E-46      5.39000E-46   2.65306E-01 
   7.00000E+02   2.44361E+02   2.59281E+00   9.55000E-47      5.80000E-46   1.64655E-01 
   7.50000E+02   2.59212E+02   2.59281E+00   6.61000E-47      6.21000E-46   1.06441E-01 
   8.00000E+02   2.73602E+02   2.59281E+00   4.71000E-47      6.61000E-46   7.12557E-02 
   8.50000E+02   2.87411E+02   2.59281E+00   3.45000E-47      7.02000E-46   4.91453E-02 
   9.00000E+02   3.00659E+02   2.59281E+00   2.59000E-47      7.43000E-46   3.48587E-02 
   9.50000E+02   3.13239E+02   2.59281E+00   1.98000E-47      7.83000E-46   2.52874E-02 
   1.00000E+03   3.25174E+02   2.59281E+00   1.55000E-47      8.24000E-46   1.88107E-02 
   1.05000E+03   3.36336E+02   2.59281E+00   1.24000E-47      8.65000E-46   1.43353E-02 
   1.10000E+03   3.46778E+02   2.59281E+00   1.01000E-47      9.06000E-46   1.11479E-02 
   1.15000E+03   3.56339E+02   2.59281E+00   8.37000E-48      9.47000E-46   8.83844E-03 
   1.20000E+03   3.65090E+02   2.59281E+00   7.05000E-48      9.89000E-46   7.12841E-03 
   1.25000E+03   3.72876E+02   2.59281E+00   6.03000E-48      1.03000E-45   5.85437E-03 
   1.30000E+03   3.79761E+02   2.59281E+00   5.24000E-48      1.07000E-45   4.89720E-03 
   1.35000E+03   3.85610E+02   2.59281E+00   4.62000E-48      1.11000E-45   4.16216E-03 
   1.40000E+03   3.90455E+02   2.59281E+00   4.14000E-48      1.15000E-45   3.60000E-03 
   1.45000E+03   3.93928E+02   2.59281E+00   3.77000E-48      1.19000E-45   3.16807E-03 
   1.50000E+03   3.96245E+02   2.59281E+00   3.49000E-48      1.24000E-45   2.81452E-03 
   1.55000E+03   3.97243E+02   2.59281E+00   3.28000E-48      1.28000E-45   2.56250E-03 
   1.60000E+03   3.96986E+02   2.59281E+00   3.13000E-48      1.32000E-45   2.37121E-03 
   1.65000E+03   3.95255E+02   2.59281E+00   3.04000E-48      1.36000E-45   2.23529E-03 
   1.70000E+03   3.92161E+02   2.59281E+00   3.00000E-48      1.40000E-45   2.14286E-03 
   1.75000E+03   3.87688E+02   2.59281E+00   3.02000E-48      1.44000E-45   2.09722E-03 
   1.80000E+03   3.81838E+02   2.59281E+00   3.08000E-48      1.48000E-45   2.08108E-03 
   1.85000E+03   3.74850E+02   2.59281E+00   3.20000E-48      1.52000E-45   2.10526E-03 
   1.90000E+03   3.66604E+02   2.59281E+00   3.37000E-48      1.56000E-45   2.16026E-03 
   1.95000E+03   3.57200E+02   2.59281E+00   3.62000E-48      1.61000E-45   2.24845E-03 
   2.00000E+03   3.46831E+02   2.59281E+00   3.94000E-48      1.65000E-45   2.38788E-03 
   2.05000E+03   3.35194E+02   2.59281E+00   4.38000E-48      1.69000E-45   2.59172E-03 
   2.10000E+03   3.23177E+02   2.59281E+00   4.91000E-48      1.73000E-45   2.83815E-03 
   2.15000E+03   3.11080E+02   2.59281E+00   5.55000E-48      1.77000E-45   3.13559E-03 
   2.20000E+03   2.99167E+02   2.59281E+00   6.30000E-48      1.81000E-45   3.48066E-03 
   2.25000E+03   2.87314E+02   2.59281E+00   7.19000E-48      1.85000E-45   3.88649E-03 
   2.30000E+03   2.75941E+02   2.59281E+00   8.21000E-48      1.89000E-45   4.34392E-03 
   2.35000E+03   2.65091E+02   2.59281E+00   9.36000E-48      1.93000E-45   4.84974E-03 
   2.40000E+03   2.54757E+02   2.59281E+00   1.07000E-47      1.97000E-45   5.43147E-03 
   2.45000E+03   2.44761E+02   2.59281E+00   1.21000E-47      2.02000E-45   5.99010E-03 
   2.50000E+03   2.35121E+02   2.59281E+00   1.39000E-47      2.06000E-45   6.74757E-03 
   2.60000E+03   2.16805E+02   2.59281E+00   1.81000E-47      2.14000E-45   8.45794E-03 
   2.70000E+03   1.99348E+02   2.59281E+00   2.39000E-47      2.22000E-45   1.07658E-02 
   2.80000E+03   1.81755E+02   2.59281E+00   3.27000E-47      2.30000E-45   1.42174E-02 
   2.90000E+03   1.64271E+02   2.59281E+00   4.65000E-47      2.39000E-45   1.94561E-02 
   3.00000E+03   1.46382E+02   2.59281E+00   7.00000E-47      2.47000E-45   2.83401E-02 
   1.00000E+02   3.93470E+01   2.82716E+00   9.24000E-42      9.13000E-47   1.01205E+05 
   1.25000E+02   4.87255E+01   2.82716E+00   2.51000E-42      1.11000E-46   2.26126E+04 
   1.50000E+02   5.80181E+01   2.82716E+00   8.70000E-43      1.31000E-46   6.64122E+03 
   1.75000E+02   6.72337E+01   2.82716E+00   3.56000E-43      1.52000E-46   2.34211E+03 
   2.00000E+02   7.63836E+01   2.82716E+00   1.64000E-43      1.72000E-46   9.53488E+02 
   2.50000E+02   9.45058E+01   2.82716E+00   4.50000E-44      2.13000E-46   2.11268E+02 
   3.00000E+02   1.12405E+02   2.82716E+00   1.57000E-44      2.54000E-46   6.18110E+01 
   3.50000E+02   1.30097E+02   2.82716E+00   6.46000E-45      2.94000E-46   2.19728E+01 
   4.00000E+02   1.47602E+02   2.82716E+00   3.00000E-45      3.34000E-46   8.98204E+00 
   4.50000E+02   1.64895E+02   2.82716E+00   1.53000E-45      3.75000E-46   4.08000E+00 
   5.00000E+02   1.81985E+02   2.82716E+00   8.38000E-46      4.16000E-46   2.01442E+00 
   5.50000E+02   1.98870E+02   2.82716E+00   4.88000E-46      4.57000E-46   1.06783E+00 
   6.00000E+02   2.15498E+02   2.82716E+00   2.98000E-46      4.98000E-46   5.98394E-01 
   6.50000E+02   2.31855E+02   2.82716E+00   1.91000E-46      5.39000E-46   3.54360E-01 
   7.00000E+02   2.47960E+02   2.82716E+00   1.26000E-46      5.80000E-46   2.17241E-01 
   7.50000E+02   2.63750E+02   2.82716E+00   8.62000E-47      6.21000E-46   1.38808E-01 
   8.00000E+02   2.79241E+02   2.82716E+00   6.06000E-47      6.61000E-46   9.16793E-02 
   8.50000E+02   2.94358E+02   2.82716E+00   4.37000E-47      7.02000E-46   6.22507E-02 
   9.00000E+02   3.09119E+02   2.82716E+00   3.22000E-47      7.43000E-46   4.33378E-02 
   9.50000E+02   3.23442E+02   2.82716E+00   2.42000E-47      7.83000E-46   3.09068E-02 
   1.00000E+03   3.37346E+02   2.82716E+00   1.86000E-47      8.24000E-46   2.25728E-02 
   1.05000E+03   3.50755E+02   2.82716E+00   1.45000E-47      8.65000E-46   1.67630E-02 
   1.10000E+03   3.63688E+02   2.82716E+00   1.15000E-47      9.06000E-46   1.26932E-02 
   1.15000E+03   3.76037E+02   2.82716E+00   9.26000E-48      9.47000E-46   9.77825E-03 
   1.20000E+03   3.87859E+02   2.82716E+00   7.57000E-48      9.89000E-46   7.65420E-03 
   1.25000E+03   3.99032E+02   2.82716E+00   6.27000E-48      1.03000E-45   6.08738E-03 
   1.30000E+03   4.09619E+02   2.82716E+00   5.26000E-48      1.07000E-45   4.91589E-03 
   1.35000E+03   4.19507E+02   2.82716E+00   4.46000E-48      1.11000E-45   4.01802E-03 
   1.40000E+03   4.28748E+02   2.82716E+00   3.83000E-48      1.15000E-45   3.33043E-03 
   1.45000E+03   4.37065E+02   2.82716E+00   3.34000E-48      1.19000E-45   2.80672E-03 
   1.50000E+03   4.44609E+02   2.82716E+00   2.94000E-48      1.24000E-45   2.37097E-03 
   1.55000E+03   4.51270E+02   2.82716E+00   2.62000E-48      1.28000E-45   2.04688E-03 
   1.60000E+03   4.57091E+02   2.82716E+00   2.36000E-48      1.32000E-45   1.78788E-03 
   1.65000E+03   4.61927E+02   2.82716E+00   2.15000E-48      1.36000E-45   1.58088E-03 
   1.70000E+03   4.65831E+02   2.82716E+00   1.97000E-48      1.40000E-45   1.40714E-03 
   1.75000E+03   4.68769E+02   2.82716E+00   1.84000E-48      1.44000E-45   1.27778E-03 
   1.80000E+03   4.70705E+02   2.82716E+00   1.73000E-48      1.48000E-45   1.16892E-03 
   1.85000E+03   4.71848E+02   2.82716E+00   1.64000E-48      1.52000E-45   1.07895E-03 
   1.90000E+03   4.71952E+02   2.82716E+00   1.57000E-48      1.56000E-45   1.00641E-03 
   1.95000E+03   4.70980E+02   2.82716E+00   1.52000E-48      1.61000E-45   9.44099E-04 
   2.00000E+03   4.68888E+02   2.82716E+00   1.49000E-48      1.65000E-45   9.03030E-04 
